[2024-11-14 20:28:04] [info] [main] class block size: 32
[2024-11-14 20:28:04] [info] [main] class chunk size: 24
[2024-11-14 20:28:04] [info] [main] Hello, world!
[2024-11-14 20:28:04] [info] [map] Map Name: map
[2024-11-14 20:28:04] [info] [map] Map Savepath: D:\projects\ykdzy\save1\
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk0.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 0
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 0
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk1.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 1
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 1
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk2.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 2
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 2
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk3.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 3
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 3
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk4.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 4
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 4
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk5.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 5
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 5
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk6.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 6
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 6
[2024-11-14 20:28:04] [error] [chunk] Failed to open file: D:\projects\ykdzy\save1\chunk7.chunk
[2024-11-14 20:28:04] [info] [chunk] Initialized Chunk: 7
[2024-11-14 20:28:04] [info] [map] Loaded Chunk: 7
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
[2024-11-14 20:28:04] [info] [chunk] data size: 1024
